DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY			SEQUENCE	CHANGE
10/20/2021	34616010	Quintanilha JCF	10/6/2021	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/34616010	Bevacizumab-induced hypertension and proteinuria: a genome-wide study of more than 1000 patients.	Bevacizumab-induced composite toxicity (either hypertension or proteinuria)	"1,039 European ancestry individuals"	NA	8q24.22	8	135208692	intergenic	RPL23AP56 - LINC01591	ENSG00000244413	ENSG00000254083		229413	25439	rs1564470-?	rs1564470	0	1564470	intergenic_variant	1	0.32	5E-6	5.301029995663981		0.75	unit increase	Illumina [828141]	N	"response to bevacizumab, hypertension, Proteinuria"	"http://www.ebi.ac.uk/efo/EFO_0005943, http://www.ebi.ac.uk/efo/EFO_0000537, http://purl.obolibrary.org/obo/HP_0000093"	GCST90026611	Genome-wide genotyping array				
10/20/2021	34616010	Quintanilha JCF	10/6/2021	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/34616010	Bevacizumab-induced hypertension and proteinuria: a genome-wide study of more than 1000 patients.	Bevacizumab-induced composite toxicity (either hypertension or proteinuria)	"1,039 European ancestry individuals"	NA	16p13.2	16	9874646	GRIN2A	GRIN2A			ENSG00000183454			rs7204266-?	rs7204266	0	7204266	intron_variant	0	0.28	7E-6	5.154901959985743		0.69	unit increase	Illumina [828141]	N	"response to bevacizumab, hypertension, Proteinuria"	"http://www.ebi.ac.uk/efo/EFO_0005943, http://www.ebi.ac.uk/efo/EFO_0000537, http://purl.obolibrary.org/obo/HP_0000093"	GCST90026611	Genome-wide genotyping array				
10/20/2021	34616010	Quintanilha JCF	10/6/2021	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/34616010	Bevacizumab-induced hypertension and proteinuria: a genome-wide study of more than 1000 patients.	Bevacizumab-induced composite toxicity (either hypertension or proteinuria)	"1,039 European ancestry individuals"	NA	21q21.3	21	26398292	intergenic	CYYR1-AS1			ENSG00000197934			rs222151-?	rs222151	0	222151	intron_variant	0	0.22	9E-6	5.045757490560675		0.73	unit decrease	Illumina [828141]	N	"response to bevacizumab, hypertension, Proteinuria"	"http://www.ebi.ac.uk/efo/EFO_0005943, http://www.ebi.ac.uk/efo/EFO_0000537, http://purl.obolibrary.org/obo/HP_0000093"	GCST90026611	Genome-wide genotyping array				
10/20/2021	34616010	Quintanilha JCF	10/6/2021	Br J Cancer	www.ncbi.nlm.nih.gov/pubmed/34616010	Bevacizumab-induced hypertension and proteinuria: a genome-wide study of more than 1000 patients.	Bevacizumab-induced composite toxicity (either hypertension or proteinuria)	"1,039 European ancestry individuals"	NA	2q31.1	2	176070797	intergenic	LNPK - EVX2	ENSG00000144320	ENSG00000174279		67958	6675	rs1000032-?	rs1000032	0	1000032	intergenic_variant	1	0.19	9E-6	5.045757490560675		0.63	unit increase	Illumina [828141]	N	"response to bevacizumab, hypertension, Proteinuria"	"http://www.ebi.ac.uk/efo/EFO_0005943, http://www.ebi.ac.uk/efo/EFO_0000537, http://purl.obolibrary.org/obo/HP_0000093"	GCST90026611	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	6q25.1	6	151621059	NR	CCDC170			ENSG00000120262			rs3757322-G	rs3757322	0	3757322	3_prime_UTR_variant	0	NR	6E-9	8.221848749616356		1.26	1.16-1.36	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	6q25.1	6	151631197	NR	CCDC170 - ESR1	ENSG00000120262	ENSG00000091831		10004	25494	rs9397437-A	rs9397437	0	9397437	regulatory_region_variant	1	NR	5E-9	8.301029995663981		1.5	1.31-1.71	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	6q25.1	6	151666222	NR	ESR1			ENSG00000091831			rs9383938-T	rs9383938	0	9383938	intron_variant	0	NR	3E-9	8.522878745280337		1.47	1.30-1.67	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	10p12.31	10	21668300	NR	MLLT10			ENSG00000078403			rs2183271-C	rs2183271	0	2183271	intron_variant	0	NR	3E-7	6.522878745280337		1.22	1.13-1.31	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	11q13.3	11	69516650	NR	LINC01488 - CCND1	ENSG00000285094	ENSG00000110092		21698	124506	rs78540526-T	rs78540526	0	78540526	regulatory_region_variant	1	NR	1E-11	11		1.61	1.4-1.85	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	11q13.3	11	69516874	NR	LINC01488 - CCND1	ENSG00000285094	ENSG00000110092		21922	124282	rs554219-G	rs554219	0	554219	regulatory_region_variant	1	NR	3E-11	10.522878745280337		1.45	1.3-1.62	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/21/2021	32785646	Maguire S	8/12/2020	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/32785646	Common susceptibility loci for male breast cancer.	Breast cancer (male)	"1,380 European ancestry cases, 3,620 European ancestry controls"	"810 European ancestry cases, 1,026 European ancestry controls"	11q13.3	11	69564393	NR	LINC01488 - CCND1	ENSG00000285094	ENSG00000110092		69441	76763	rs75915166-A	rs75915166	0	75915166	intergenic_variant	1	NR	8E-8	7.096910013008056		1.53	1.31-1.79	Illumina [8074073] (imputed)	N	male breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0006861	GCST011526	Genome-wide genotyping array				
4/2/2014	24080446	Rudolph A	11/4/2013	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/24080446	Genetic modifiers of menopausal hormone replacement therapy and breast cancer risk: a genome-wide interaction study.	Lobular breast cancer (menopausal hormone therapy interaction)	541 European ancestry cases	"676 European ancestry cases, 9,266 European ancestry controls"	3q13.33	3	119542528	CD80	CD80			ENSG00000121594			rs7648642-?	rs7648642	0	7648642	intron_variant	0	NR	5E-6	5.301029995663981		1.5625	[1.28-1.89]	Illumina [2500000] (imputed)	N	"invasive lobular carcinoma, hormone replacement therapy"	"http://www.ebi.ac.uk/efo/EFO_0000553, http://www.ebi.ac.uk/efo/EFO_0003961"	GCST002266	Genome-wide genotyping array				
4/2/2014	24080446	Rudolph A	11/4/2013	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/24080446	Genetic modifiers of menopausal hormone replacement therapy and breast cancer risk: a genome-wide interaction study.	Lobular breast cancer (menopausal hormone therapy interaction)	541 European ancestry cases	"676 European ancestry cases, 9,266 European ancestry controls"	17q12	17	34662519	TMEM132E	TMEM132E - CCT6B	ENSG00000181291	ENSG00000132141		23201	265340	rs11654964-?	rs11654964	0	11654964	intergenic_variant	1	NR	3E-6	5.522878745280337		1.67	[1.35-2.06]	Illumina [2500000] (imputed)	N	"invasive lobular carcinoma, hormone replacement therapy"	"http://www.ebi.ac.uk/efo/EFO_0000553, http://www.ebi.ac.uk/efo/EFO_0003961"	GCST002266	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer (pleiotropy)	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	13q13.1	13	32295727	FRY	FRY			ENSG00000073910			rs56084662-A	rs56084662	0	56084662	3_prime_UTR_variant	0	NR	4E-9	8.397940008672037	(subset analysis)			"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003588	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	1q22	1	155216951	GBAP1	"GBAP1, GBAP1"			"ENSG00000160766, ENSG00000291137"			rs1057941-A	rs1057941	0	1057941	non_coding_transcript_exon_variant	0	NR	2E-7	6.698970004336019		1.1	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	1q22	1	155212052	MTX1	MTX1			ENSG00000173171			rs2974935-T	rs2974935	0	2974935	non_coding_transcript_exon_variant	0	NR	2E-7	6.698970004336019		1.1	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	1q32.2	1	210816167	KCNH1	KCNH1			ENSG00000143473			rs11119608-T	rs11119608	0	11119608	intron_variant	0	NR	1E-7	7		1.1111112	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	3q26.2	3	169043635	Intergenic	LINC01997 - MECOM	ENSG00000241383	ENSG00000085276		5219	39864	rs75316749-G	rs75316749	0	75316749	intergenic_variant	1	NR	2E-7	6.698970004336019		1.1	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	6p22.1	6	30374976	Intergenic	UBQLN1P1 - MICC	ENSG00000236405	ENSG00000226577		10696	39739	rs115707823-A	rs115707823	1	3129817	intergenic_variant	1	NR	2E-6	5.698970004336019		1.1	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
2/3/2017	27197191	Fehringer G	4/20/2016	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	"Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations."	Cancer	"5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls"	NA	6p21.33	6	31347004	HLA-C	LINC02571 - HLA-B	ENSG00000256166	ENSG00000234745		45362	6868	rs115392158-G	rs115392158	1	2507997	intron_variant	1	NR	9E-6	5.045757490560675		1.1	[NR]	"Affymetrix, Illumina [9916564] (imputed)"	N	"lung carcinoma, estrogen-receptor negative breast cancer, ovarian endometrioid carcinoma, colorectal cancer, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_1001515, http://purl.obolibrary.org/obo/MONDO_0005575, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708"	GCST003587	Genome-wide genotyping array				
